"Year","Sample","Temp_range","Temp_flag","moisture","moisture_units","moisture_flag","R10","Q10","Q10_flag","Species","Latitude","Longitude","lat_lon_notes","Manipulation","Ecosystem_type_old","Ecosystem_type","Biome","Source","Incubation","Duplicate_record","notes","notes2","notes_data_location","StudyName","DOI","Meas_method","Horizon","Depth_cm","Vegetation","notes3","MAT_C","MMT_C","MAP_mm","...35","Texture","...37","time_days","Elevation_m","...40","...41","corg","norg","clay","ph"
,"TL1","10_30",,"35","percent WHC",,,2.7,,"CO2","68.63_N","149.58_W",,,"NA","Tundra","NA","Fierer2006","lab",,,"Toolik Lake LTER, AK USA","Table1","Fierer2006","https://doi.org/10.1029/2005GB002644","LICOR","mineral","0 to 5","Eriophorum vaginatum",,"-9.3","6","400","7","loam","4.6","1.2","894",,,,,,
,"TL2","10_30",,"35","percent WHC",,,3.2,,"CO2","68.63_N","149.58_W",,,"NA","Tundra","NA","Fierer2006","lab",,,"Toolik Lake LTER, AK USA","Table1","Fierer2006","https://doi.org/10.1029/2005GB002644","LICOR","mineral","0 to 5","Salix spp., Betula nana",,"-9.3","6","400","15.8","silt loam","6.5","0.5","894",,,,,,
,"TL3","10_30",,"35","percent WHC",,,2.4,,"CO2","68.63_N","149.58_W",,,"NA","Tundra","NA","Fierer2006","lab",,,"Toolik Lake LTER, AK USA","Table1","Fierer2006","https://doi.org/10.1029/2005GB002644","LICOR","mineral","0 to 5","Vaccinium spp.",,"-9.3","6","400","5.4","loam","4.2","3.1","894",,,,,,
,"VC1","10_30",,"35","percent WHC",,,2.8,,"CO2","35.9_N","106.55_W",,,"NA","NA","NA","Fierer2006","lab",,,"Valles Caldera, NM USA","Table1","Fierer2006","https://doi.org/10.1029/2005GB002644","LICOR","mineral","0 to 5","Picea engelmannii, Populus tremuloides",,"2.5","7","500","5.7","sandy loam","5.6","3","2746",,,,,,
,"VC2","10_30",,"35","percent WHC",,,2.9,,"CO2","35.9_N","106.55_W",,,"NA","NA","NA","Fierer2006","lab",,,"Valles Caldera, NM USA","Table1","Fierer2006","https://doi.org/10.1029/2005GB002644","LICOR","mineral","0 to 5","Blepharoneuron tricholepis, Potentilla fruticosa, Poa pratensis, Achillea millefolium",,"2.5","7","500","3.4","loam","6","2","2733",,,,,,
,"1","4_22",,,,,,3.75,"equal-time","CO2","35_97'N","79_09'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 1","SI","Andrews et al. 2000","https://doi.org/10.1016/S0038-0717(99)00206-0",,,"0 to 10",,"Duke_B",,,,,,,,,,,,,,
,"1","22_40",,,,,,1.73,"equal-time","CO2","35_97'N","79_09'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 1","SI","Andrews et al. 2000","https://doi.org/10.1016/S0038-0717(99)00206-0",,,"0 to 10",,"Duke_B",,,,,,,,,,,,,,
,"2","7_14",,,,,,3.17,"equal-time","CO2","54_12'N","114_8'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"2HP",,,,,,,,,,,,,,
,"2","14_21",,,,,,2.27,"equal-time","CO2","54_12'N","114_8'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"2HP",,,,,,,,,,,,,,
,"3","7_14",,,,,,3.02,"equal-time","CO2","54_12'N","114_8'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"9HP",,,,,,,,,,,,,,
,"3","14_21",,,,,,2.06,"equal-time","CO2","54_12'N","114_8'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"9HP",,,,,,,,,,,,,,
,"4","7_14",,,,,,3.06,"equal-time","CO2","54_12'N","114_8'W",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"AG",,,,,,,,,,,,,,
,"4","14_21",,,,,,2.47,"equal-time","CO2","54_12'N","114_8'W",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"AG",,,,,,,,,,,,,,
,"5","7_14",,,,,,3.25,"equal-time","CO2","54_12'N","114_8'W",,"None","grassland","grassland","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"GRA",,,,,,,,,,,,,,
,"5","14_21",,,,,,2.45,"equal-time","CO2","54_12'N","114_8'W",,"None","grassland","grassland","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"GRA",,,,,,,,,,,,,,
,"6","7_14",,,,,,2.08,"equal-time","CO2","54_12'N","114_8'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"NAT",,,,,,,,,,,,,,
,"6","14_21",,,,,,2.26,"equal-time","CO2","54_12'N","114_8'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 2","SI","Arevalo et al. 2012","https://doi.org/10.2136/sssaj2011.0126",,,"0 to 10",,"NAT",,,,,,,,,,,,,,
,"7","5_10",,,,,,4.6,"equal-time","CO2","77_43'S","162_22'E","McMurdo Dry Valleys, Antarctica","None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 3","SI","Barrett et al. 2006","https://doi.org/10.1016/j.soilbio.2006.03.025",,,"0 to 10",,"AntDry",,,,,,,,,,,,,,
,"7","10_20",,,,,,1.6,"equal-time","CO2","77_43'S","162_22'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 3","SI","Barrett et al. 2006","https://doi.org/10.1016/j.soilbio.2006.03.025",,,"0 to 10",,"AntDry",,,,,,,,,,,,,,
,"10","5_24",,,,,,2.7,"sequential","CO2","2_N","102_E",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 4","SI","Bekku et al. 2003","https://doi.org/10.1016/S0929-1393(02)00158-0",,,,,"Bekku_Tropical","27.1",,"1746",,,,,,,,"2.5","0.2",,
,"10","16_32",,,,,,2.1,"sequential","CO2","2_N","102_E",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 4","SI","Bekku et al. 2003","https://doi.org/10.1016/S0929-1393(02)00158-0",,,,,"Bekku_Tropical","27.1",,"1746",,,,,,,,"2.5","0.2",,
,"10","24_40",,,,,,2.1,"sequential","CO2","2_N","102_E",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 4","SI","Bekku et al. 2003","https://doi.org/10.1016/S0929-1393(02)00158-0",,,,,"Bekku_Tropical","27.1",,"1746",,,,,,,,"2.5","0.2",,
,"9","2_20",,,,,,2.85,"sequential","CO2","36_N","140_E",,"None","grassland","grassland","temperate","Hamdi2013","lab",,,"reference 4","SI","Bekku et al. 2003","https://doi.org/10.1016/S0929-1393(02)00158-0",,,,,"Bekku_Temperate",,,,,,,,,,,"7.5","0.5",,
,"9","2_24",,,,,,2.5,"sequential","CO2","36_N","140_E",,"None","grassland","grassland","temperate","Hamdi2013","lab",,,"reference 4","SI","Bekku et al. 2003","https://doi.org/10.1016/S0929-1393(02)00158-0",,,,,"Bekku_Temperate",,,,,,,,,,,"7.5","0.5",,
,"9","12_28",,,,,,2,"sequential","CO2","36_N","140_E",,"None","grassland","grassland","temperate","Hamdi2013","lab",,,"reference 4","SI","Bekku et al. 2003","https://doi.org/10.1016/S0929-1393(02)00158-0",,,,,"Bekku_Temperate",,,,,,,,,,,"7.5","0.5",,
,"8","2_20",,,,,,3.15,"sequential","CO2","79_N","12_E","Norway","None","tundra","tundra","cold","Hamdi2013","lab",,,"reference 4","SI","Bekku et al. 2003","https://doi.org/10.1016/S0929-1393(02)00158-0",,,,,"Bekku_Arctic",,,,,,,,,,,"15","0.8",,
,"11","10_20",,,,,,2.56,"equal-time","CO2","35_01'N","83_27'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 5","SI","Bradford et al. 2010","https://doi.org/10.1111/j.1365-2486.2009.02040.x",,,"0 to 10",,"Brad",,,,,,,,,,,,,,
,"11","20_30",,,,,,2.93,"equal-time","CO2","42_24'N","128_28'E",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 6","SI","Bradford et al. 2011",,,,"0 to 10",,"Brad",,,,,,,,,,,,,,
,"21","1_13",,,,,,2.5,"sequential","CO2","56_07'N","004_29′03″W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Loch1",,,,,,,,,,,,,,"2.95"
,"21","5_30",,,,,,1.9,"equal-time","CO2","56_07'N","004_29'03""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Loch1",,,,,,,,,,,,,,"2.95"
,"22","1_13",,,,,,2.7,"sequential","CO2","56_07'N","004_29'03""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Loch2",,,,,,,,,,,,,,"3.03"
,"22","5_30",,,,,,2.5,"equal-time","CO2","56_07'N","004_29'03""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Loch2",,,,,,,,,,,,,,"3.03"
,"16","1_13",,,,,,3.9,"sequential","CO2","56_55'N","002_34'06""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Glen1",,,,,,,,,,,,,,"2.62"
,"17","1_13",,,,,,2.9,"sequential","CO2","56_55'N","002_34'06""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Glen2",,,,,,,,,,,,,,"2.73"
,"18","1_5",,,,,,146,"equal-time","CO2","56_55'N","002_34'06""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Glen3",,,,,,,,,,,,,,"3.08"
,"18","5_30",,,,,,2.3,"equal-time","CO2","56_55'N","002_34'06""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Glen3",,,,,,,,,,,,,,"3.08"
,"19","5_30",,,,,,2.1,"equal-time","CO2","56_55'N","002_34'06""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Glen4",,,,,,,,,,,,,,"4.39"
,"24","1_5",,,,,,12,"sequential","CO2","57_11'N","002_24'25""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Sken",,,,,,,,,,,,,,"3.3"
,"24","5_20",,,,,,2.5,"sequential","CO2","57_11'N","002_24'25""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Sken",,,,,,,,,,,,,,"3.3"
,"15","1_20",,,,,,3.7,"sequential","CO2","57_17'N","002_53'15""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Clov",,,,,,,,,,,,,,"2.73"
,"25","1_20",,,,,,3.3,"sequential","CO2","57_20'N","002_56'36""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Tonb",,,,,,,,,,,,,,"2.89"
,"12","1_13",,,,,,6.2,"sequential","CO2","58_26'N","003_26'00""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Bad1",,,,,,,,,,,,,,"3.3"
,"12","5_30",,,,,,3.4,"equal-time","CO2","58_26'N","003_26'00""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Bad1",,,,,,,,,,,,,,"3.3"
,"13","1_13",,,,,,2.2,"sequential","CO2","58_26'N","003_26'00""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Bad2",,,,,,,,,,,,,,"3.1"
,"13","5_30",,,,,,3.8,"equal-time","CO2","58_26'N","003_26'00""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Bad2",,,,,,,,,,,,,,"3.1"
,"26","5_11",,,,,,8.1,"sequential","CO2","60_20'N","001_14'27""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Voe",,,,,,,,,,,,,,"3.22"
,"26","5_30",,,,,,3.2,"equal-time","CO2","60_20'N","001_14'27""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Voe",,,,,,,,,,,,,,"3.22"
,"23","1_5",,,,,,49,"sequential","CO2","60_35'N","001_04'10""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Rea",,,,,,,,,,,,,,
,"23","5_11",,,,,,14,"sequential","CO2","60_35'N","001_04'10""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Rea",,,,,,,,,,,,,,
,"23","5_30",,,,,,3.8,"equal-time","CO2","60_35'N","001_04'10""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Rea",,,,,,,,,,,,,,
,"14","1_5",,,,,,85,"sequential","CO2","60_36'N","001_10'55""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Burr",,,,,,,,,,,,,,"3.54"
,"14","5_11",,,,,,19,"sequential","CO2","60_36'N","001_10'55""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Burr",,,,,,,,,,,,,,"3.54"
,"14","5_30",,,,,,6.4,"equal-time","CO2","60_36'N","001_10'55""W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Burr",,,,,,,,,,,,,,"3.54"
,"20","1_5",,,,,,52,"sequential","CO2","60_50'N","0_53'W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Herm",,,,,,,,,,,,,,"3.65"
,"20","5_11",,,,,,9,"sequential","CO2","60_50'N","0_53'W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Herm",,,,,,,,,,,,,,"3.65"
,"20","5_30",,,,,,4.6,"equal-time","CO2","60_50'N","0_53'W","lon from Grid Reference No","None","peat","Wetland","temperate","Hamdi2013","lab",,,"reference 7","SI","Chapman and Thurlow 1998","https://doi.org/10.1016/S0038-0717(98)00009-1",,,"0 to 20",,"Herm",,,,,,,,,,,,,,"3.65"
,"27","10_30",,,,,,2.93,"sequential","CO2","18_40'N","108_49'E",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 8","SI","Chen et al. 2010","https://doi.org/10.1016/j.soilbio.2010.08.030",,,,,"Chen-FJ",,,,,,,,,,,"3.34",,,
,"28","10_30",,,,,,2.22,"sequential","CO2","43_17'N","116_02'E",,"None","grassland","grassland","temperate","Hamdi2013","lab",,,"reference 8","SI","Chen et al. 2010","https://doi.org/10.1016/j.soilbio.2010.08.030",,,,,"Chen-GS",,,,,,,,,,,"9.9",,,
,"29","10_30",,,,,,3.09,"sequential","CO2","18_40'N","108_49'E",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 8","SI","Chen et al. 2010","https://doi.org/10.1016/j.soilbio.2010.08.030",,,,,"Chen-HN",,,,,,,,,,,"0.74",,,
,"30","10_30",,,,,,3.55,"sequential","CO2","43_17'N","116_02'E",,"None","grassland","grassland","temperate","Hamdi2013","lab",,,"reference 8","SI","Chen et al. 2010","https://doi.org/10.1016/j.soilbio.2010.08.030",,,,,"Chen-IM",,,,,,,,,,,"0.95",,,
,"31","10_30",,,,,,2,"sequential","CO2","42_24'N","128_28'E",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 8","SI","Chen et al. 2010","https://doi.org/10.1016/j.soilbio.2010.08.030",,,,,"Chen-JL",,,,,,,,,,,"7.69",,,
,"32","10_30",,,,,,2.37,"sequential","CO2","34_15'N","102_21'E",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 8","SI","Chen et al. 2010","https://doi.org/10.1016/j.soilbio.2010.08.030",,,,,"Chen-SX",,,,,,,,,,,"0.47",,,
,"40","25_35",,,,,,1.8,"equal-C","CO2","33.9_N","99.4_W",,"None","cultivated","cultivated",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"TX-cultivated",,,,,,,,,,,"1",,,
,"41","22_38",,,,,,1.9,"equal-C","CO2","33.9_N","99.4_W",,"None","grassland","grassland",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"TX-grassland",,,,,,,,,,,"1.1",,,
,"35","25_35",,,,,,3.1,"equal-C","CO2","40.15_N","103.15_W",,"None","cultivated","cultivated",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"CO-cultivated",,,,,,,,,,,"0.7",,,
,"36","22_38",,,,,,1.7,"equal-C","CO2","40.15_N","103.15_W",,"None","grassland","grassland",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"CO-grassland",,,,,,,,,,,"1.2",,,
,"33","19_28",,,,,,2.2,"equal-C","CO2","40.15 N","103.15 W",,"None","cultivated","cultivated",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"Champ-cultivated",,,,,,,,,,,"1.8",,,
,"34","19_28",,,,,,1.2,"equal-C","CO2","33.9_N","99.4_W",,"None","grassland","grassland",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"Champ-grassland",,,,,,,,,,,"3.8",,,
,"37","25_35",,,,,,1.7,"equal-C","CO2","33.9_N","99.4_W",,"None","forest","forest",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"Duke-forest",,,,,,,,,,,"1",,,
,"38","20_24",,,,,,2.9,"equal-C","CO2","33.9_N","99.4_W",,"None","grassland","grassland",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"Hari-grassland",,,,,,,,,,,"2.5",,,
,"39","20_24",,,,,,3,"equal-C","CO2","33.9_N","99.4_W",,"None","grassland","grassland",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"Taw-grassland",,,,,,,,,,,"4.6",,,
,"42","20_24",,,,,,3,"equal-C","CO2","33.9_N","99.4_W",,"None","grassland","grassland",,"Hamdi2013","lab",,,"reference 9","SI","Conant et al. 2008a","https://doi.org/10.1111/j.1365-2486.2008.01541.x",,,,,"Tima-grassland",,,,,,,,,,,"3.7",,,
,"45","4_15",,,,,,7.31,"equal-time","CO2","33_50'N","99_02'W",,"None","cultivated","cultivated","warm","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"TX-cultivated","17",,"665",,,,,,,,"1.02",,"42.3",
,"45","15_25",,,,,,3.38,"equal-time","CO2","33_50'N","99_02'W",,"None","cultivated","cultivated","warm","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"TX-cultivated","17",,"665",,,,,,,,"1.02",,"42.3",
,"45","25_35",,,,,,3.31,"equal-time","CO2","33_50'N","99_02'W",,"None","cultivated","cultivated","warm","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"TX-cultivated","17",,"665",,,,,,,,"1.02",,"42.3",
,"46","4_15",,,,,,6.31,"equal-time","CO2","33_50'N","99_02'W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"TX-grassland","17",,"665",,,,,,,,"1.12",,"30.9",
,"46","15_25",,,,,,2.81,"equal-time","CO2","33_50'N","99_02'W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"TX-grassland","17",,"665",,,,,,,,"1.12",,"30.9",
,"46","25_35",,,,,,3,"equal-time","CO2","33_50'N","99_02'W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"TX-grassland","17",,"665",,,,,,,,"1.12",,"30.9",
,"43","4_15",,,,,,5.75,"equal-time","CO2","46_46'N","100_55'W",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"ND-cultivated",,,,,,,,,,,"2.8",,"34.3",
,"43","15_25",,,,,,2.53,"equal-time","CO2","46_46'N","100_55'W",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 10","SI","Conant et al. 2008b","https://doi.org/10.1890/08-0137.1",,,,,"ND-cultivated",,,,,,,,,,,"2.8",,"34.3",
